area,station,amedas_url
留萌地方,古丹別,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=13&block_no=1112&year=&month=&day=&view=
留萌地方,焼尻,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=13&block_no=1213&year=&month=&day=&view=
留萌地方,初山別,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=13&block_no=1216&year=&month=&day=&view=
留萌地方,達布,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=13&block_no=1217&year=&month=&day=&view=
留萌地方,幌糠,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=13&block_no=1218&year=&month=&day=&view=
留萌地方,宗谷地方,https://www.data.jma.go.jp/obd/stats/etrn/prefecture.php?prec_no=11&block_no=&year=&month=&day=&view=
留萌地方,上川地方,https://www.data.jma.go.jp/obd/stats/etrn/prefecture.php?prec_no=12&block_no=&year=&month=&day=&view=
留萌地方,石狩地方,https://www.data.jma.go.jp/obd/stats/etrn/prefecture.php?prec_no=14&block_no=&year=&month=&day=&view=
留萌地方,空知地方,https://www.data.jma.go.jp/obd/stats/etrn/prefecture.php?prec_no=15&block_no=&year=&month=&day=&view=
留萌地方,留萌地方全地点,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=13&block_no=00&year=&month=&day=&view=
石狩地方,阿曽岩,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=14&block_no=0029&year=&month=&day=&view=
石狩地方,新篠津,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=14&block_no=0030&year=&month=&day=&view=
石狩地方,山口,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=14&block_no=0031&year=&month=&day=&view=
石狩地方,手稲山,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=14&block_no=0032&year=&month=&day=&view=
石狩地方,札幌,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=14&block_no=47412&year=&month=&day=&view=
石狩地方,小金湯,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=14&block_no=0034&year=&month=&day=&view=
石狩地方,恵庭島松,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=14&block_no=0035&year=&month=&day=&view=
石狩地方,島松山,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=14&block_no=0036&year=&month=&day=&view=
石狩地方,支笏湖畔,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=14&block_no=0037&year=&month=&day=&view=
石狩地方,西野幌,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=14&block_no=1076&year=&month=&day=&view=
石狩地方,石狩,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=14&block_no=1085&year=&month=&day=&view=
石狩地方,浜益,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=14&block_no=1193&year=&month=&day=&view=
石狩地方,厚田,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=14&block_no=1194&year=&month=&day=&view=
石狩地方,千歳,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=14&block_no=1459&year=&month=&day=&view=
石狩地方,江別,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=14&block_no=1507&year=&month=&day=&view=
石狩地方,留萌地方,https://www.data.jma.go.jp/obd/stats/etrn/prefecture.php?prec_no=13&block_no=&year=&month=&day=&view=
石狩地方,空知地方,https://www.data.jma.go.jp/obd/stats/etrn/prefecture.php?prec_no=15&block_no=&year=&month=&day=&view=
石狩地方,後志地方,https://www.data.jma.go.jp/obd/stats/etrn/prefecture.php?prec_no=16&block_no=&year=&month=&day=&view=
石狩地方,胆振地方,https://www.data.jma.go.jp/obd/stats/etrn/prefecture.php?prec_no=21&block_no=&year=&month=&day=&view=
石狩地方,石狩地方全地点,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=14&block_no=00&year=&month=&day=&view=
空知地方,石狩沼田,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=15&block_no=0038&year=&month=&day=&view=
空知地方,深川,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=15&block_no=0039&year=&month=&day=&view=
空知地方,常盤山,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=15&block_no=0040&year=&month=&day=&view=
空知地方,滝川,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=15&block_no=0041&year=&month=&day=&view=
空知地方,神威岳,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=15&block_no=0042&year=&month=&day=&view=
空知地方,芦別,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=15&block_no=0043&year=&month=&day=&view=
空知地方,美唄,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=15&block_no=0044&year=&month=&day=&view=
空知地方,岩見沢,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=15&block_no=47413&year=&month=&day=&view=
空知地方,下桂沢,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=15&block_no=0046&year=&month=&day=&view=
空知地方,長沼,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=15&block_no=0047&year=&month=&day=&view=
空知地方,丁未山,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=15&block_no=0048&year=&month=&day=&view=
空知地方,夕張,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=15&block_no=0049&year=&month=&day=&view=
空知地方,登川山,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=15&block_no=0050&year=&month=&day=&view=
空知地方,月形,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=15&block_no=0999&year=&month=&day=&view=
空知地方,栗沢,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=15&block_no=1068&year=&month=&day=&view=
空知地方,晩生内,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=15&block_no=1270&year=&month=&day=&view=
空知地方,桜山,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=15&block_no=1271&year=&month=&day=&view=
空知地方,空知吉野,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=15&block_no=1287&year=&month=&day=&view=
空知地方,浦臼,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=15&block_no=1400&year=&month=&day=&view=
空知地方,鹿島,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=15&block_no=1401&year=&month=&day=&view=
空知地方,沼の沢,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=15&block_no=1402&year=&month=&day=&view=
空知地方,新城,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=15&block_no=1419&year=&month=&day=&view=
空知地方,赤平,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=15&block_no=1566&year=&month=&day=&view=
空知地方,雨竜,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=15&block_no=1567&year=&month=&day=&view=
空知地方,上川地方,https://www.data.jma.go.jp/obd/stats/etrn/prefecture.php?prec_no=12&block_no=&year=&month=&day=&view=
空知地方,留萌地方,https://www.data.jma.go.jp/obd/stats/etrn/prefecture.php?prec_no=13&block_no=&year=&month=&day=&view=
空知地方,石狩地方,https://www.data.jma.go.jp/obd/stats/etrn/prefecture.php?prec_no=14&block_no=&year=&month=&day=&view=
空知地方,胆振地方,https://www.data.jma.go.jp/obd/stats/etrn/prefecture.php?prec_no=21&block_no=&year=&month=&day=&view=
空知地方,空知地方全地点,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=15&block_no=00&year=&month=&day=&view=
空知地方,秩父別,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=15&block_no=1674&year=&month=&day=&view=
後志地方,美国,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=16&block_no=0051&year=&month=&day=&view=
後志地方,余市,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=16&block_no=0052&year=&month=&day=&view=
後志地方,小樽,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=16&block_no=47411&year=&month=&day=&view=
後志地方,共和,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=16&block_no=0054&year=&month=&day=&view=
後志地方,蘭越,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=16&block_no=0055&year=&month=&day=&view=
後志地方,倶知安,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=16&block_no=47433&year=&month=&day=&view=
後志地方,脇方台地,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=16&block_no=0057&year=&month=&day=&view=
後志地方,寿都,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=16&block_no=47421&year=&month=&day=&view=
後志地方,桂台,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=16&block_no=0059&year=&month=&day=&view=
後志地方,喜茂別,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=16&block_no=0060&year=&month=&day=&view=
後志地方,黒松内,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=16&block_no=0061&year=&month=&day=&view=
後志地方,真狩,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=16&block_no=1072&year=&month=&day=&view=
後志地方,赤井川,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=16&block_no=1091&year=&month=&day=&view=
後志地方,神恵内,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=16&block_no=1208&year=&month=&day=&view=
後志地方,石狩地方,https://www.data.jma.go.jp/obd/stats/etrn/prefecture.php?prec_no=14&block_no=&year=&month=&day=&view=
後志地方,胆振地方,https://www.data.jma.go.jp/obd/stats/etrn/prefecture.php?prec_no=21&block_no=&year=&month=&day=&view=
後志地方,渡島地方,https://www.data.jma.go.jp/obd/stats/etrn/prefecture.php?prec_no=23&block_no=&year=&month=&day=&view=
後志地方,檜山地方,https://www.data.jma.go.jp/obd/stats/etrn/prefecture.php?prec_no=24&block_no=&year=&month=&day=&view=
後志地方,後志地方全地点,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=16&block_no=00&year=&month=&day=&view=
後志地方,ニセコ,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=16&block_no=1615&year=&month=&day=&view=
網走・北見・紋別地方,雄武,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=47405&year=&month=&day=&view=
網走・北見・紋別地方,興部,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=0063&year=&month=&day=&view=
網走・北見・紋別地方,紋別,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=47435&year=&month=&day=&view=
網走・北見・紋別地方,湧別,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=0065&year=&month=&day=&view=
網走・北見・紋別地方,滝上,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=0066&year=&month=&day=&view=
網走・北見・紋別地方,上藻別,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=0067&year=&month=&day=&view=
網走・北見・紋別地方,常呂,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=0068&year=&month=&day=&view=
網走・北見・紋別地方,遠軽,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=0069&year=&month=&day=&view=
網走・北見・紋別地方,佐呂間,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=0070&year=&month=&day=&view=
網走・北見・紋別地方,網走,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=47409&year=&month=&day=&view=
網走・北見・紋別地方,生田原,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=0072&year=&month=&day=&view=
網走・北見・紋別地方,仁頃山,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=0073&year=&month=&day=&view=
網走・北見・紋別地方,北見,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=0074&year=&month=&day=&view=
網走・北見・紋別地方,小清水,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=0075&year=&month=&day=&view=
網走・北見・紋別地方,斜里,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=0076&year=&month=&day=&view=
網走・北見・紋別地方,留辺蘂,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=0077&year=&month=&day=&view=
網走・北見・紋別地方,留辺蘂山,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=0078&year=&month=&day=&view=
網走・北見・紋別地方,美幌,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=0079&year=&month=&day=&view=
網走・北見・紋別地方,藻琴山,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=0080&year=&month=&day=&view=
網走・北見・紋別地方,チミケップ山,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=0081&year=&month=&day=&view=
網走・北見・紋別地方,津別,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=0082&year=&month=&day=&view=
網走・北見・紋別地方,北見中山,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=0083&year=&month=&day=&view=
網走・北見・紋別地方,宇登呂,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=0981&year=&month=&day=&view=
網走・北見・紋別地方,西興部,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=1073&year=&month=&day=&view=
網走・北見・紋別地方,白滝,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=1092&year=&month=&day=&view=
網走・北見・紋別地方,境野,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=1209&year=&month=&day=&view=
網走・北見・紋別地方,東藻琴,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=1263&year=&month=&day=&view=
網走・北見・紋別地方,丸瀬布,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=1420&year=&month=&day=&view=
網走・北見・紋別地方,女満別,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=1460&year=&month=&day=&view=
網走・北見・紋別地方,紋別小向,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=1487&year=&month=&day=&view=
網走・北見・紋別地方,津別二又,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=1568&year=&month=&day=&view=
網走・北見・紋別地方,置戸常元,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=1569&year=&month=&day=&view=
網走・北見・紋別地方,宗谷地方,https://www.data.jma.go.jp/obd/stats/etrn/prefecture.php?prec_no=11&block_no=&year=&month=&day=&view=
網走・北見・紋別地方,上川地方,https://www.data.jma.go.jp/obd/stats/etrn/prefecture.php?prec_no=12&block_no=&year=&month=&day=&view=
網走・北見・紋別地方,根室地方,https://www.data.jma.go.jp/obd/stats/etrn/prefecture.php?prec_no=18&block_no=&year=&month=&day=&view=
網走・北見・紋別地方,釧路地方,https://www.data.jma.go.jp/obd/stats/etrn/prefecture.php?prec_no=19&block_no=&year=&month=&day=&view=
網走・北見・紋別地方,十勝地方,https://www.data.jma.go.jp/obd/stats/etrn/prefecture.php?prec_no=20&block_no=&year=&month=&day=&view=
網走・北見・紋別地方,網走・北見・紋別地方全地点,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=00&year=&month=&day=&view=
網走・北見・紋別地方,山園,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=17&block_no=1617&year=&month=&day=&view=
根室地方,羅臼,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=18&block_no=0084&year=&month=&day=&view=
根室地方,標津,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=18&block_no=0085&year=&month=&day=&view=
根室地方,中標津,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=18&block_no=0086&year=&month=&day=&view=
根室地方,計根別,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=18&block_no=0087&year=&month=&day=&view=
根室地方,別海,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=18&block_no=0088&year=&month=&day=&view=
根室地方,根室,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=18&block_no=47420&year=&month=&day=&view=
根室地方,納沙布,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=18&block_no=1056&year=&month=&day=&view=
根室地方,厚床,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=18&block_no=1196&year=&month=&day=&view=
根室地方,糸櫛別,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=18&block_no=1266&year=&month=&day=&view=
根室地方,根室中標津,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=18&block_no=1489&year=&month=&day=&view=
根室地方,上標津,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=18&block_no=1547&year=&month=&day=&view=
根室地方,網走・北見・紋別地方,https://www.data.jma.go.jp/obd/stats/etrn/prefecture.php?prec_no=17&block_no=&year=&month=&day=&view=
根室地方,釧路地方,https://www.data.jma.go.jp/obd/stats/etrn/prefecture.php?prec_no=19&block_no=&year=&month=&day=&view=
根室地方,根室地方全地点,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=18&block_no=00&year=&month=&day=&view=
釧路地方,川湯,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=19&block_no=0090&year=&month=&day=&view=
釧路地方,阿寒湖畔,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=19&block_no=0091&year=&month=&day=&view=
釧路地方,弟子屈,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=19&block_no=0092&year=&month=&day=&view=
釧路地方,標茶,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=19&block_no=0093&year=&month=&day=&view=
釧路地方,幌呂台地,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=19&block_no=0094&year=&month=&day=&view=
釧路地方,中徹別,https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=19&block_no=0095&year=&month=&day=&view=
